,Tweets,id,len,date,source,likes,retweets
102,#HappeningSoon: A briefing in regard to this yesterday’s shooting in Brooklyn. https://t.co/ebNRKiXlhW,1514299961738944514,102,2022-04-13 17:50:19+00:00,Twitter for iPhone,300,110
103,Congratulations to the NYPD April class of 2022! https://t.co/pefRiRmPkp,1514275687741407241,72,2022-04-13 16:13:52+00:00,Twitter for iPhone,956,101
104,"Frank Robert James is WANTED in connection with firing numerous gunshots inside of a subway car causing serious injuries to 10 victims. There's a reward up to $50,000 for info leading to the arrest &amp; indictment of this person. Any info contact @NYPDTips or call 1-800-577-TIPS. https://t.co/KishVISIW1",1514262080920113160,305,2022-04-13 15:19:48+00:00,Twitter Web App,434,388
105,Join us for the graduation ceremony of NYC’s newest protectors. https://t.co/1wri2D63cE,1514257241892745222,87,2022-04-13 15:00:34+00:00,Periscope,179,53
106,"Lots of family and friends are excited for the NYPD graduation that will happen at 11am here at @TheGarden. Can’t make it? Don’t worry, we’ll be streaming the ceremony live. https://t.co/g5ghIJKpX1",1514256699753967623,197,2022-04-13 14:58:25+00:00,Twitter for iPhone,61,8
107,"RT @NYPDPC: A morning subway ride on the “A” line with @NYPDFIRSTDEP Edward Caban, and @NYPDChiefOfDept Ken Corey heading to our recruit gr…",1514252687566647299,140,2022-04-13 14:42:28+00:00,Twitter Web App,0,103
108,"On 4/12/22 at 8:30 AM, Frank Robert James fired numerous gun shots inside an ""N"" line subway car at 36th St &amp; 4th Ave subway station causing serious injuries to 10 people. Anyone with info about the incident or his whereabouts should contact @NYPDTips or call 1-800-577-TIPS. https://t.co/MaeF16i4bX",1514229672518762499,303,2022-04-13 13:11:01+00:00,Twitter Web App,1614,1605
109,"🚨WANTED for an ASSAULT: Recognize them? On 3/11/22 at 11:38 PM, four males exchanged gun fire in front of 727 E. 213 St in the Bronx. A 31-year-old man suffered a gunshot wound to his right thigh during the shooting. Have any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/peEINkzxol",1514214699482636291,303,2022-04-13 12:11:31+00:00,Twitter Web App,54,41
110,RT @NYPDDetectives: https://t.co/mUZh2cxSVj,1514056180460658689,43,2022-04-13 01:41:37+00:00,Twitter for iPhone,0,211
111,This is Frank James who is a person of interest in this investigation. Any information can be directed to @NYPDTips at 800-577-TIPS. https://t.co/yBpenmsX67,1514029359769792517,156,2022-04-12 23:55:03+00:00,Twitter for iPhone,4167,3285
112,NYPD executives join City and State Officials to discuss the earlier shooting incident in Brooklyn. https://t.co/4l10kjm5OK,1514016329027620867,123,2022-04-12 23:03:16+00:00,Periscope,204,202
113,#HappeningSoon: A briefing in regard to this morning's shooting in Brooklyn. https://t.co/2O4pCEmuHw,1514004800899358733,100,2022-04-12 22:17:28+00:00,Twitter for iPhone,251,89
114,"The NYC Unified Victim Identification System (UVIS) has been activated in response to the NYPD activity near 36th St &amp; 4th Ave in Brooklyn.

If you are concerned about someone who may have been affected &amp; can't contact them, please call 311. From outside NYC, call 212-639-9675. https://t.co/Fr8Rv3NjJY",1513968534593884160,310,2022-04-12 19:53:21+00:00,Twitter Web App,180,134
115,RT @NYPDPC: We need the public’s help apprehending the individual responsible for shooting multiple people today on the subway in #Brooklyn…,1513960412018053130,140,2022-04-12 19:21:04+00:00,Twitter for iPhone,0,1005
116,"@NoahShachtman This statement is factually inaccurate. Speculation, especially in the middle of a crisis, is not helpful to our investigation, the victims, or the people of NYC. The victims on the train relied on the subway moving to the next stop to get to safety, and seek help.",1513940200447172608,280,2022-04-12 18:00:46+00:00,Twitter for iPhone,97,19
117,Watch as NYPD Executives and City and State Officials provide an update on the shooting incident in Brooklyn. https://t.co/xGGlDJ6UQI,1513912314151329796,133,2022-04-12 16:09:57+00:00,Periscope,387,405
118,"HAPPENING SOON: NYPD executives, along with city and state officials will provide an update on a shooting in Brooklyn. https://t.co/b57oHd8UaE",1513910091199787012,142,2022-04-12 16:01:07+00:00,Twitter for iPhone,484,197
119,"In regard to the multiple people shot at the 36th Street subway station in Brooklyn, there are NO active explosive devices at this time. Any witnesses are asked to call @NYPDTips at #800577TIPS. Please stay clear of the area. More provided information when available. https://t.co/8UoiCAXemB",1513877947765202957,291,2022-04-12 13:53:23+00:00,Twitter for iPhone,2101,1756
120,"ADVISORY: Due to an investigation, avoid the area of 36th Street and 4th Avenue area in Brooklyn. Expect emergency vehicles and delays in the surrounding area. https://t.co/xPIAHbtSA7",1513862828242972672,183,2022-04-12 12:53:19+00:00,Twitter Web App,907,658
121,"🚨WANTED for HOMICIDE: Have you seen Carlos Melendez? On 1/10/21 at approx 3:40 PM, in front of 175 Alexander Ave in the Bronx, the suspect shot an 18-year-old male in the head and neck, causing his death. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/L651tYfCXv",1513849449205964807,286,2022-04-12 12:00:09+00:00,Hootsuite Inc.,108,108
122,"🚨WANTED for a BURGLARY: On 3/26/22 at 4 PM, inside of 64-35 102 St (PS 175) in Queens, the suspects spray painted various graffiti &amp; anti-black slurs throughout the classrooms. They then removed cash &amp; a gift card before fleeing. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/2ugPq4pN4l",1513683344114032644,307,2022-04-12 01:00:06+00:00,Hootsuite Inc.,84,59
123,"2022 marks a new era of policing. Across this city, thousands of our officers are doing their part to keep this city safe. Through precision policing &amp; community engagement, we are suppressing violent crime &amp; taking guns off our streets. This is your NYPD - we are here for you. https://t.co/NLwImvSs69",1513638436502228999,310,2022-04-11 22:01:39+00:00,Twitter Media Studio,184,34
124,Public Safety Officers from the @NYPD62Pct recently conducted a car stop &amp; arrested a person with this defaced gun. The same man was still on probation for his last gun arrest &amp; has an extensive criminal record. Our officers remain vigilant &amp; committed to keeping our city safe. https://t.co/Lu5lpX1M4p,1513625061965668354,314,2022-04-11 21:08:31+00:00,Twitter Web App,103,18
125,"RT @NYPDDCPI: 131 ghost guns recovered in 2022 ⬆️351%

The ‘Iron Pipeline’ is being replaced by the plastic pipeline with guns assembled in…",1513590626499141647,140,2022-04-11 18:51:41+00:00,Twitter Web App,0,36
126,"RT @NYPD113Pct: Yesterday, your third platoon sector ‘D’, Officers Robert &amp; Langenfeld responded to a domestic dispute and removed this loa…",1513584488856567812,144,2022-04-11 18:27:17+00:00,Twitter Web App,0,11
127,This is the machete that was recovered on scene. https://t.co/wLue8DXLsM,1513567941119422473,72,2022-04-11 17:21:32+00:00,Twitter for iPhone,23,6
128,Watch as Chief of Department Kenneth Corey and Chief of Patrol Kathleen O'Reilly provide an update on a police involved shooting. https://t.co/CUHlYX6ImJ,1513566156753281030,153,2022-04-11 17:14:27+00:00,Periscope,50,19
129,"ADVISORY: Due to a police investigation, please avoid the area of 33rd Street and Broadway in Queens. Expect traffic and emergency vehicles in the area. https://t.co/YC9m5kHF7A",1513526529250279426,176,2022-04-11 14:36:59+00:00,Twitter Web App,31,12
130,"RT @NYPD67Pct: After conducting a car stop, your Patrol Officers in Steady Sector C arrested an individual who was in illegal possession of…",1513517445654642693,140,2022-04-11 14:00:53+00:00,Twitter Web App,0,12
131,"🚨WANTED for ROBBERY: Do you know this guy? On 2/24/22 at approx 4:30 PM, in the vicinity of Broadway and Lafayette Ave in Brooklyn, the suspect approached a 34-year-old male, struck him in the head and removed his property. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/ixdsaNHTRo",1513502204971388932,293,2022-04-11 13:00:19+00:00,Hootsuite Inc.,54,33
132,"#GoodMorning NYC!

Your NYPD officers are always standing at the ready, 24/7 to protect and serve all New Yorkers. https://t.co/Q3JCErtEP3",1513487195830693891,138,2022-04-11 12:00:41+00:00,Hootsuite Inc.,260,28
133,"🚨WANTED for ROBBERY: Do you know this guy? On 4/5/22 at approx 6:49 AM, at the 42 St Port Authority Bus Terminal in Manhattan, the suspect approached a 67-year-old female, punched her in the head, then took her purse. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/Pn2F0UJPLx",1513275674890493963,299,2022-04-10 22:00:10+00:00,Hootsuite Inc.,60,69
134,"RT @NYPD33Pct: After an investigation from our
officers, a known criminal with a
laundry list of priors was taken off
the streets—Again.

H…",1513245806169661445,140,2022-04-10 20:01:29+00:00,Twitter Web App,0,25
135,"RT @NYPDTraining: As training for our #NYPD recruits comes to an end after months of study, they had a chance to show off the Police Academ…",1513204075516645381,140,2022-04-10 17:15:40+00:00,Twitter Web App,0,17
136,UPDATE: All westbound lanes of the Belt Parkway have now been reopened. Expect residual delays in the area. https://t.co/l0msO6JHxv https://t.co/feKjjBeSxx,1513172650331451394,155,2022-04-10 15:10:47+00:00,Twitter Web App,15,4
137,"🚨WANTED for ROBBERY: On April 4th, at 3:22 pm, four individuals robbed and pistol-whipped a man in his apartment in the vicinity of Bolton Street and Lydig Avenue in the Bronx. The suspects left with $3,500 worth of CBD products. Have info? Contact @NYPDTips at 800-577-TIPS. https://t.co/RxhJbwgVCa",1513169993168572425,299,2022-04-10 15:00:14+00:00,Hootsuite Inc.,81,67
138,"ADVISROY: Due to a police investigation, all westbound lanes of the Belt Parkway at Cropsey Avenue in Brooklyn are closed. Expect traffic and delays in the area. Please use an alternate route. https://t.co/nDxVgEXfqI",1513118682628644868,216,2022-04-10 11:36:20+00:00,Twitter Web App,43,12
139,"🚨WANTED for BANK ROBBERY: Do you know this individual? Between 04/01 and 04/08, the individual entered multiple Chase Bank locations in Queens and displayed notes demanding cash. They then fled on foot to an unknown location. Any info call or DM @NYPDTips at 800-577-TIPS. https://t.co/Wl4Qf7gjA6",1512928358316879873,296,2022-04-09 23:00:04+00:00,Hootsuite Inc.,41,41
140,RT @NYPDTransit: It’s @Yankees opening day weekend and our canine team is ready to work. Should a baseball come sailing over the stadium wa…,1512907671904690191,140,2022-04-09 21:37:52+00:00,Twitter for iPhone,0,40
141,"RT @NYPDPC: Eight years ago, a hero NYPD officer didn’t hesitate to run into a burning building. Detective Dennis Guerra selflessly laid do…",1512848690532261894,140,2022-04-09 17:43:29+00:00,Twitter for iPhone,0,53
142,https://t.co/mABXM4VwBI,1512834191334862852,23,2022-04-09 16:45:52+00:00,Periscope,108,70
143,Watch live at 12:30 as @NYPDPC and other NYPD executives announce a development on yesterday's shooting in the @NYPDPBBronx https://t.co/TdO4hStZ4Q,1512825195215699969,147,2022-04-09 16:10:08+00:00,Twitter for Android,51,12
144,"Every day we collaborate with our local, state, and federal partners to address gun violence and all crime conditions affecting New Yorkers with an intelligence-based approach and precision policing. https://t.co/xM8zUBkkxS",1512807612982743047,223,2022-04-09 15:00:16+00:00,Hootsuite Inc.,43,13
145,Happy Saturday New York! https://t.co/wAMOQyDUPi,1512777455739805704,48,2022-04-09 13:00:26+00:00,Hootsuite Inc.,151,25
146,"By utilizing public transportation, you will be able to travel throughout New York City without delay.

Avoid this weekends traffic and get to your destination on time by checking our weekend traffic advisory here:
⬇️⬇️⬇️ 

https://t.co/Q6rtshYl7l https://t.co/ut3kncUAMX",1512582321857257473,271,2022-04-09 00:05:02+00:00,Hootsuite Inc.,33,4
147,Watch live as @NYPDPC and NYPD executives provide an update on a shooting in the Bronx https://t.co/N8x6P02oYk,1512522293401948160,110,2022-04-08 20:06:30+00:00,Periscope,85,83
148,Watch live as @NYPDPC and NYPD executives provide an update on an investigation in the Bronx https://t.co/tWtO0wCfB2,1512498437576486913,116,2022-04-08 18:31:43+00:00,Periscope,43,26
149,Momentarily the @NYPDPC and other NYPD executives will be providing an update on a recent homicide investigation in the @NYPDPBBronx https://t.co/lCIqWFH5be,1512491470065917965,156,2022-04-08 18:04:01+00:00,Twitter for Android,34,11
150,"27 dogs were rescued yesterday after being found in inhumane conditions in Brooklyn by their owner. In collaboration with the @NYPD79Pct Neighborhood Coordination Officers, the @ASPCA, &amp; Veterinary Forensic Technicians, the animals were seized &amp; are receiving the care they need. https://t.co/XrYMH8xp7M",1512460685170683921,311,2022-04-08 16:01:42+00:00,Hootsuite Inc.,266,57
151,"After several months of training, kids from the @NYPDQueensNorth Community Youth Tae Kwon Do program got their promotion to Yellow Belt! On top of the training they received, officers were able to mentor &amp; positively engage with the youth while teaching them life skills. https://t.co/oZwrruRnyY",1512460683635527684,299,2022-04-08 16:01:41+00:00,Hootsuite Inc.,63,9
152,"🚨WANTED for ROBBERY: On April 2nd, at 1:40 pm, shortly after a 76-year-old female withdrew money from an ATM inside of a bank located at 1 East Fordham Road, an unknown individual grabbed the victim's purse &amp; threw her to the ground. Have info? Contact @NYPDTips at 800-577-TIPS. https://t.co/tVoCQuRrNL",1512403648952901643,307,2022-04-08 12:15:03+00:00,Hootsuite Inc.,46,57
153,Good Morning NYC https://t.co/3RVlfgcOz4,1512385628494876680,40,2022-04-08 11:03:27+00:00,Hootsuite Inc.,462,50
154,"🚨WANTED for a BURGLARY: On 3/18/22 at 11:50 PM, inside of 152 W. 140 St in Manhattan, the suspect entered the storage room &amp; removed a bike, scooter, &amp; other personal possessions that had a total estimated value of $7,500. Any info? DM @NYPDTips, or call them at 800-577-TIPS. https://t.co/7INGli4top",1512234040694386699,308,2022-04-08 01:01:05+00:00,Hootsuite Inc.,88,62
155,"Today was Gun &amp; Shield Day at the Academy for our recruits, who will be graduating soon. Beaming with pride, Deputy Inspector Clement from the @NYPD9Pct pinned his son Officer Clement who will soon be walking in his father's footsteps and wearing the same blue uniform. https://t.co/7XkkWppdu7",1512203891605131271,297,2022-04-07 23:01:17+00:00,Hootsuite Inc.,242,19
156,"Today, @NYPDDetectives joined @BronxDAClark and our law enforcement partners to announce the indictment of 20 alleged G-Side/Drilly gang members for crimes including murder, non-fatal shootings, and stabbings.

Full press release:
https://t.co/o0K7pMNuQL https://t.co/xLZChNnyq8",1512173414034849792,278,2022-04-07 21:00:11+00:00,Hootsuite Inc.,36,7
157,"Rain or shine, NYPD officers remain dedicated to protecting everyone in New York City. https://t.co/BLPYvq4NP3",1512143225892524044,110,2022-04-07 19:00:13+00:00,Hootsuite Inc.,229,25
158,"RT @NYPD104Pct: If you see something, say something! Our Officers received a 911 call of suspicious individuals crawling under vehicles (po…",1512128272431292426,140,2022-04-07 18:00:48+00:00,Twitter Web App,0,30
159,"RT @NYPD23Pct: Patrolling #EastHarlem in the wee hours, Sgt Ng &amp; PO Tait spotted broken glass outside a 3rd Ave business. Investigating, th…",1512095566460858370,144,2022-04-07 15:50:51+00:00,Twitter for iPhone,0,28
160,"In the last 48 hours, your @NYPDDetectives recovered numerous ghost guns, gun parts, and ammunition, including a handgun modified to be fully automatic, in the @NYPD83Pct &amp; @NYPD77Pct as the result of extensive investigations, helping to keep the community safe from gun violence. https://t.co/KZSOFK4mG8",1512052625834917897,308,2022-04-07 13:00:13+00:00,Hootsuite Inc.,130,25
161,UPDATE: All lanes have been reopened. Expect residual delays in the area. https://t.co/gTZJiZz4VD https://t.co/9eCIf2qKWk,1512044628874305536,121,2022-04-07 12:28:26+00:00,Twitter Web App,3,3
162,"🚨WANTED for a SEX ASSAULT &amp; ROBBERY: On 3/27/22 at 6:10 AM, in the vicinity of Clarkson St &amp; West St (Pier 40), the suspect sexually assaulted a 39-year-old woman &amp; removed her cellphone before fleeing on his bike. Have any info? DM @NYPDTips, or call them at 800-577-TIPS. https://t.co/7iUTIQsrGy",1512039997301575692,309,2022-04-07 12:10:02+00:00,Hootsuite Inc.,45,53
163,"ADVISORY: Due to a police investigation, two Brooklyn bound lanes of the Brooklyn Bridge are currently closed. Expect traffic and delays in the area. Please use an alternate route. https://t.co/TwchKK4buL",1512031885085618181,204,2022-04-07 11:37:48+00:00,Twitter Web App,20,12
164,"🚨WANTED for a BURGLARY PATTERN: Recognize him? On four different occasions, between 3/10/22 - 3/30/22, the suspect forcibly entered several locations in Manhattan &amp; removed property. Have any info call/DM @NYPDTips at 800-577-TIPS. All calls are anonymous. https://t.co/Yom62ZL5qq",1511878940293578752,284,2022-04-07 01:30:03+00:00,Hootsuite Inc.,27,33
165,"When a vigilant NYer saw a man adjust what appeared to be a gun in his pants on a subway, he told an @NYCTSubway worker. Thanks to this individual's tip, 
@NYPDTransit officers located the man &amp; safely removed this illegal handgun. If you see something, always say something! https://t.co/R2RGuyPbLr",1511864264306442247,303,2022-04-07 00:31:44+00:00,Twitter Web App,139,18
166,"RT @NYPDPC: We will continue to provide fair, effective, and responsive policing reflecting the needs of every community we serve. But to a…",1511855112746160128,140,2022-04-06 23:55:22+00:00,Twitter Web App,0,27
167,"When a 4-year-old boy fell out of a 6th-floor window in the Bronx yesterday, residents tending to the boy immediately called 9-1-1. In a coordinated effort by the residents, EMS, and officers from @NYPDPSA7, the boy was rushed to the hospital &amp; is currently in stable condition. https://t.co/vk5AzVVLId",1511825861581975559,306,2022-04-06 21:59:08+00:00,Twitter Web App,799,134
168,"Three individuals were arrested yesterday due to the excellent police work by your @NYPD90Pct Field Intelligence Officers. Four illegal guns w/ high capacity magazines, drugs, &amp; cash were recovered. 24/7, our officers are working to keep this city safe from gun violence. https://t.co/zJellRGJj1",1511803447217209358,299,2022-04-06 20:30:04+00:00,Hootsuite Inc.,97,12
169,Watch as NYPD executives discuss crime statistics and recent criminal investigations. https://t.co/k15rxZctA0,1511769375665057794,109,2022-04-06 18:14:41+00:00,Periscope,83,56
170,"#HappeningSoon, NYPD executives will hold a briefing on crime statistics and ongoing investigations. https://t.co/d2bXssNMk0",1511761185552670727,124,2022-04-06 17:42:08+00:00,Twitter for iPhone,28,7
171,"RT @NYPD100Pct: With the rainy 🌧️ weather conditions today, please be careful while you are driving.

👀Visibility may be low. Be sure to sl…",1511720693137907719,140,2022-04-06 15:01:14+00:00,Twitter Web App,0,4
172,"Everybody loves a good pair of shoes, including our Mounted Unit horses. That's where Marcus comes in to maintain their foot health and comfort while patrolling our New York City streets. Check out his story. https://t.co/zcISSzKBzZ",1511705292567977994,232,2022-04-06 14:00:02+00:00,Twitter Media Studio,115,15
173,RT @NYPD72Pct: 72nd Precinct Officer Pace &amp; Officer Rashevskiy arrested a male for burglary and recovered a loaded firearm. Our officers ef…,1511691172598722572,144,2022-04-06 13:03:56+00:00,Twitter Web App,0,17
174,"🚨WANTED for ASSAULT: Do you know this guy? On 4/3/22 at approx 6:45 AM, in the vicinity of Lefferts Blvd and 95th Ave in Queens, the suspect approached a 70-year-old male and punched him in the face, unprovoked. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/dSCO2KC67j",1511675146389569544,293,2022-04-06 12:00:15+00:00,Hootsuite Inc.,95,87
175,"🚨WANTED for an ASSAULT: Have you seen this person? On 4/5/22 at 6:05 AM, inside the Wall Street subway station, the suspect slashed a 43-year-old man in the face and neck with a box cutter after a verbal dispute. Have any info? DM @NYPDTips, or call them at 800-577-TIPS. https://t.co/oyPBUiUyQK",1511511247426142212,295,2022-04-06 01:08:58+00:00,Twitter Web App,156,133
176,"This morning, Field Intelligence Officers from the @NYPD102Pct conducted a search warrant in Queens &amp; safely removed two illegal handguns with a high-capacity magazine. Our dedicated officers are committed to keeping the community safe from gun violence. https://t.co/xN9mXfn5Fm",1511481050287026188,282,2022-04-05 23:08:59+00:00,Twitter Web App,58,10
177,Did you know that a person who makes horseshoes is called a farrier? Marcus is one of three that work for the NYPD. Tomorrow we will learn more about his craft and how he keeps our horses on the move. https://t.co/txDUGfqubr,1511447171463323652,224,2022-04-05 20:54:21+00:00,Twitter for iPhone,261,26
178,RT @NYPDTraining: The #NYPD Community Youth Tae Kwon Do Program lead by Officer Danny Foran of @NYPDQueensNorth focuses on engaging kids th…,1511444294367944714,140,2022-04-05 20:42:55+00:00,Twitter Web App,0,16
179,"RT @NYPDPC: Across the 5 boroughs, NYPD officers are dedicated to taking guns and those willing to pull the trigger out of our neighborhood…",1511420370590613518,140,2022-04-05 19:07:51+00:00,Twitter Web App,0,12
180,"Operating an ATV on NYC streets is not only dangerous, but it's also illegal. 

If you ride a dirt bike or ATV on a NYC street or sidewalk it will be confiscated. https://t.co/1UW8fAW9QJ",1511403374817812480,186,2022-04-05 18:00:19+00:00,Twitter Web App,97,22
181,RT @NYPDTransit: Transit cops walking the transit beat - both below ground &amp; above ground. From the southern end of Brooklyn to the norther…,1511345332558438403,144,2022-04-05 14:09:41+00:00,Twitter Web App,0,20
182,"Got a minute? 

So do car thieves who are looking for unattended cars with the keys left in them. 

Protect yourself and your property. Remember to take your keys with you, even if you're just running out for a NY minute. https://t.co/eD9dcNdjmW",1511327852054167560,245,2022-04-05 13:00:13+00:00,Hootsuite Inc.,43,22
183,"Here is a closer look at the suspect. Again, if you have any information, please DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/CGwzLhUPl9",1511313594150961162,152,2022-04-05 12:03:34+00:00,Twitter Web App,29,45
184,"🚨WANTED for ASSUALT: Do you know this guy? On 3/21/22 at approx 3:00 PM, in front of 2245 7 Ave in Manhattan, the suspect repeatedly struck a 60-year-old male in the head with a brick and his fists before fleeing. Any info? DM @NYPDTips, or anonymously call 800-577-TIPS. https://t.co/IeUmxJlvak",1511313589373706250,295,2022-04-05 12:03:33+00:00,Twitter Web App,62,70
185,"WATCH as @NYPDPC and NYPD executives provide an update into tonight’s shooting in the confines of 
@NYPD46Pct. https://t.co/tXp0GMSl6L",1511183794023374849,134,2022-04-05 03:27:47+00:00,Twitter Media Studio,176,52
186,"🚨WANTED for ROBBERY: Recognize him? On 3/9/22 at 6:05 AM, near 131 St &amp; Liberty Ave in Queens, the suspect pulled a pregnant 26-year-old woman's purse and forcibly pushed her, causing her to fall to the ground. Have any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/6utCMQROvM",1511154199026970626,289,2022-04-05 01:30:11+00:00,Hootsuite Inc.,72,72
187,The individual has been found and is safe. Thank you to everyone who shared and submitted tips. https://t.co/GN9BaiV8bN,1511142072312602624,119,2022-04-05 00:42:00+00:00,Twitter Web App,27,8
188,"RT @NYPDFIRSTDEP: Hate in our city will never be tolerated. Following the horrific attack of a Jewish man in #Williamsburg on Friday night,…",1511136761350553601,140,2022-04-05 00:20:54+00:00,Twitter for iPhone,0,34
189,"When a man suspected of overdosing was found unconscious &amp; struggling to breathe in Brooklyn, @NYPD60Pct officers knew they needed to act fast to save the man's life. Using their training, they administered two doses of Narcan &amp; were able to revive the man successfully. https://t.co/yxRZf0JNek",1511116403528671233,302,2022-04-04 23:00:00+00:00,Twitter Web App,148,24
190,RT @NYPDChiefPatrol: Taking firearms off our streets is a never ending job and these are some of the men and women who worked hard over the…,1511087350830542856,140,2022-04-04 21:04:33+00:00,Twitter Web App,0,32
191,"Tax season is nearly over, but scammer's are still working hard to get your money.  The @IRSnews will never call you and ask for a gift card payment, crypto-currency, or wire transfer. Remember this is a scam!

For more info go to https://t.co/eeHqTxSTIG https://t.co/mvTOiXcsy9",1511044412910059522,278,2022-04-04 18:13:56+00:00,Twitter Web App,20,10
192,RT @NYCMayorsOffice: Join us in Brooklyn. https://t.co/X22vumovhQ,1510981874134491150,65,2022-04-04 14:05:26+00:00,Twitter for iPhone,0,15
193,"🚨WANTED for ASSAULT: Do you know this guy? On 3/30/22 at approx 10:55 PM, inside the ""B/D"" subway station near E 188 St and Grand Concourse in the Bronx, the suspect displayed a knife and slashed a 45-year-old female on the face. Any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/gVpf96UGUj",1510965434740350978,299,2022-04-04 13:00:06+00:00,Hootsuite Inc.,41,43
194,"Dropping into the work week like our @NYPDSpecialops Scuba officers drop into the water.

#HappyMonday https://t.co/7gCzSu6AdA",1510950679438897161,126,2022-04-04 12:01:28+00:00,Hootsuite Inc.,103,8
195,"Here is a closer look at the suspects. Again, if you have any information DM @NYPDTips or anonymously call 800-577-TIPS. https://t.co/LxPmE3lA5c",1510793925556064258,144,2022-04-04 01:38:35+00:00,Twitter Web App,37,39
196,"🚨WANTED for ASSAULT: On 4/3/22 at 12:30 AM, near Roberts Ave &amp; Hobart Ave in the Bronx, the suspects pulled a 76-year-old woman's hair &amp; forcibly swung her, causing her to fall. They then removed her purse before fleeing. Have any info? DM @NYPDTips, or call 800-577-TIPS. https://t.co/GhgEwbXPNM",1510793921189883905,304,2022-04-04 01:38:34+00:00,Twitter Web App,102,106
197,"RT @NYPDauxiliary: Today, during the 33rd annual Auxiliary Interfaith Memorial Service, we paid tribute to our Auxiliary brothers and siste…",1510783827664379912,140,2022-04-04 00:58:28+00:00,Twitter Web App,0,23
198,"Our deepest condolences go out to the family, friends, &amp; co-workers of Lieutenant William Lebo from the Lebanon City Police Department, who was shot &amp; killed while responding to a domestic-related burglary. He had served with the department for 40 years.  

#FidelisAdMortem https://t.co/havTtimGri",1510754020956200966,306,2022-04-03 23:00:01+00:00,Twitter Web App,167,34
199,"Chess is a strategy game that brings people together &amp; helps others learn the importance of sportsmanship, problem-solving &amp; patience. Yesterday, our youth in Queens had an opportunity to learn how to play the game &amp; even challenged our @NYPD101Pct officers to a friendly match. https://t.co/qIKkcFAkrj",1510724743271493633,314,2022-04-03 21:03:41+00:00,Twitter for iPhone,59,10
200,🚨WANTED🚨for a Stabbing/Assault inside of (Tompkins Square Park (East 7 St &amp; Ave A) #Manhattan @NYPD9pct on 4/18/22@ 5:50P.M The individual used an object to stab the victim multiple times.💰Reward up to $3500 Know who he is?📱Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/reJdjUQC1A,1518468928732868608,295,2022-04-25 05:56:19+00:00,Twitter for iPad,11,22
201,"🚨WANTED🚨For a Homicide in the vicinity of E 174 St &amp; Clay Ave #Bronx @NYPD44pct on 4/23/22@ 7:39P.M Individuals in the car discharged a firearm multiple times, striking the victim in the chest.💰Reward up to $3500 Recognize that car?📱Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/xVGKlXyccY",1518468801930616833,304,2022-04-25 05:55:48+00:00,Twitter for iPad,12,20
202,"🚨WANTED🚨for a Burglary i/o 626 Manhattan Ave #Brooklyn @NYPD94pct on 4/8/22@ 2A.M The individual made a forced entry in a grocery store with bolt cutters &amp; removed cigarettes &amp; approximately $1,000💰Reward up to $3500 Know who he is?📱Call 1-800-577-TIPS Calls are CONFIDENTIAL! https://t.co/NeYYjHK4CT",1518468033219641344,308,2022-04-25 05:52:45+00:00,Twitter for iPad,13,13
203,"Just posted a video @ Manhattan, New York https://t.co/16F6rcCcQe",1518461776819597316,65,2022-04-25 05:27:53+00:00,Instagram,5,3
204,"🚨WANTED-GRAND LARCENY 4/24/22 approx. 11AM, front of 1005 Bedford Ave @NYPD44PCT Bronx.  The suspect snatched a yarmulke from the head of a 6 year-old male victim.   Any info call us at 800-577-TIPS or post a tip anonymously to https://t.co/TRPPY5zHV2    Reward up to $3,500 https://t.co/vf0POKYKm7",1518430824638652417,298,2022-04-25 03:24:54+00:00,Twitter Web App,16,17
205,"🚨WANTED-Att. ROBBERY: 4/15/22 approx. 2AM, front of 135 North 6 St @NYPD94PCT Brooklyn.  Two victims were approached by the suspect &amp; others demanding their property.  The victims were attacked with a hammer.   Any info call us at 800-577-TIPS  Reward up to $3,500 https://t.co/Wp7wH2aiHZ",1518428360917106689,292,2022-04-25 03:15:06+00:00,Twitter Web App,14,10
206,RT @NYPDPC: We’re heartbroken tonight as we stand shoulder-to-shoulder with our @FDNY family mourning the tragic line-of-duty death of Fire…,1518403679077994496,140,2022-04-25 01:37:02+00:00,Twitter Web App,0,214
207,"WANTED FOR FORCIBLE TOUCHING: On Thursday April 14, 2022 at Approx. 6:44 P.M. inside the Shepherd Ave “C” train station @Nypd75thpct an unknown individual placed his face on a 23 year old females buttocks. .  Call us at 800-577-TIPS https://t.co/caK9WcyE8s",1517955838761218048,256,2022-04-23 19:57:28+00:00,Twitter Web App,41,34
